gene,species,species_code,transcript_id,protein_id,region_type,number,genomic_order,between_exons,start,end,absolute_start,absolute_end,strand,length,entropy_method,invalid_symbol_count,invalid_symbols,Htop,status,n,original_length,used_length,p_w_n,usable_for_analysis
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,11,11,,20785,25717,20785,25717,1,4932,koslicki,0,,0.9078383205228352,ok,6,4932,4101,1903,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,12,12,,29078,29174,29078,29174,1,96,koslicki,0,,0.8333333333333334,ok,3,96,66,32,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,13,13,,31347,31417,31347,31417,1,70,koslicki,0,,0.892925334103014,ok,3,70,66,41,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,14,14,,39381,39809,39381,39809,1,428,koslicki,0,,0.8885655570972713,ok,4,428,259,138,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,15,15,,40948,41130,40948,41130,1,182,koslicki,0,,0.8407323532264089,ok,3,182,66,33,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,16,16,,42262,42450,42262,42450,1,188,koslicki,0,,0.8682422276048251,ok,3,188,66,37,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,17,17,,47043,47214,47043,47214,1,171,koslicki,0,,0.8987195704631268,ok,3,171,66,42,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,18,18,,47699,48054,47699,48054,1,355,koslicki,0,,0.9059909391804483,ok,4,355,259,152,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,19,19,,54922,55078,54922,55078,1,156,koslicki,0,,0.892925334103014,ok,3,156,66,41,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,20,20,,55476,55621,55476,55621,1,145,koslicki,0,,0.8256993850644793,ok,3,145,66,31,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,21,21,,61190,61312,61190,61312,1,122,koslicki,0,,0.861654166907052,ok,3,122,66,36,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,22,22,,63837,64036,63837,64036,1,199,koslicki,0,,0.8548805028241611,ok,3,199,66,35,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,23,23,,64270,64434,64270,64434,1,164,koslicki,0,,0.8809003698103748,ok,3,164,66,39,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,24,24,,64527,64666,64527,64666,1,139,koslicki,0,,0.8333333333333334,ok,3,139,66,32,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,25,25,,79209,79454,79209,79454,1,245,koslicki,0,,0.9043774591170163,ok,3,245,66,43,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,26,26,,81418,81565,81418,81565,1,147,koslicki,0,,0.8256993850644793,ok,3,147,66,31,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,exon,27,27,,82682,84193,82682,84193,1,1511,koslicki,0,,0.9121533517340031,ok,5,1511,1028,557,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,1,1,1-2,188,942,188,942,1,754,koslicki,0,,0.8898676340904385,ok,4,754,259,139,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,2,2,2-3,1048,3597,1048,3597,1,2549,koslicki,0,,0.9124121311829188,ok,5,2549,1028,558,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,3,3,3-4,3846,9596,3846,9596,1,5750,koslicki,0,,0.9226777170139361,ok,6,5750,4101,2153,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,4,4,4-5,9705,10621,9705,10621,1,916,koslicki,0,,0.8460230405971157,ok,4,916,259,109,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,5,5,5-6,10671,10762,10671,10762,1,91,koslicki,0,,0.801225820342934,ok,3,91,66,28,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,6,6,6-7,10803,11019,10803,11019,1,216,koslicki,0,,0.8548805028241611,ok,3,216,66,35,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,7,7,7-8,11134,13963,11134,13963,1,2829,koslicki,0,,0.9090112419664289,ok,5,2829,1028,545,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,8,8,8-9,14013,15439,14013,15439,1,1426,koslicki,0,,0.906339508128851,ok,5,1426,1028,535,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,9,9,9-10,15551,16792,15551,16792,1,1241,koslicki,0,,0.9092757140919853,ok,5,1241,1028,546,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,10,10,10-11,17908,20785,17908,20785,1,2877,koslicki,0,,0.9095397022792557,ok,5,2877,1028,547,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,11,11,11-12,25717,29078,25717,29078,1,3361,koslicki,0,,0.9090112419664289,ok,5,3361,1028,545,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,12,12,12-13,29174,31347,29174,31347,1,2173,koslicki,0,,0.9019590728357881,ok,5,2173,1028,519,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,13,13,13-14,31417,39381,31417,39381,1,7964,koslicki,0,,0.9126677637407906,ok,6,7964,4101,1981,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,14,14,14-15,39809,40948,39809,40948,1,1139,koslicki,0,,0.9144658242831882,ok,5,1139,1028,566,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,15,15,15-16,41130,42262,41130,42262,1,1132,koslicki,0,,0.9060695931687555,ok,5,1132,1028,534,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,16,16,16-17,42450,47043,42450,47043,1,4593,koslicki,0,,0.9164904273190926,ok,6,4593,4101,2045,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,17,17,17-18,47214,47699,47214,47699,1,485,koslicki,0,,0.9023960650577703,ok,4,485,259,149,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,18,18,18-19,48054,54922,48054,54922,1,6868,koslicki,0,,0.9173690518392151,ok,6,6868,4101,2060,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,19,19,19-20,55078,55476,55078,55476,1,398,koslicki,0,,0.8924439190498492,ok,4,398,259,141,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,20,20,20-21,55621,61190,55621,61190,1,5569,koslicki,0,,0.9217246609739629,ok,6,5569,4101,2136,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,21,21,21-22,61312,63837,61312,63837,1,2525,koslicki,0,,0.9071462362556625,ok,5,2525,1028,538,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,22,22,22-23,64036,64270,64036,64270,1,234,koslicki,0,,0.8178150992680865,ok,3,234,66,30,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,23,23,23-24,64434,64527,64434,64527,1,93,koslicki,0,,0.8869880158145604,ok,3,93,66,40,False
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,24,24,24-25,64666,79209,64666,79209,1,14543,koslicki,0,,0.9189921663808237,ok,6,14543,4101,2088,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,25,25,25-26,79454,81418,79454,81418,1,1964,koslicki,0,,0.9002815015607053,ok,5,1964,1028,513,True
BRCA2,Homo sapiens,hs,NM_000059.3,NP_000050.2,intron,26,26,26-27,81565,82682,81565,82682,1,1117,koslicki,0,,0.8980139577639157,ok,5,1117,1028,505,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,1,1,,0,236,0,236,1,236,koslicki,0,,0.8096634991879288,ok,3,236,66,29,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,2,2,,990,1096,990,1096,1,106,koslicki,0,,0.8746545855739308,ok,3,106,66,38,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,3,3,,3664,3913,3664,3913,1,249,koslicki,0,,0.8869880158145604,ok,3,249,66,40,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,4,4,,9664,9773,9664,9773,1,109,koslicki,0,,0.8987195704631268,ok,3,109,66,42,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,5,5,,10689,10739,10689,10739,1,50,koslicki,0,,0.8648579046593244,ok,2,50,17,11,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,6,6,,10830,10871,10830,10871,1,41,koslicki,0,,0.75,ok,2,41,17,8,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,7,7,,11087,11202,11087,11202,1,115,koslicki,0,,0.9099052697728829,ok,3,115,66,44,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,8,8,,14044,14094,14044,14094,1,50,koslicki,0,,0.75,ok,2,50,17,8,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,9,9,,15520,15632,15520,15632,1,112,koslicki,0,,0.8256993850644793,ok,3,112,66,31,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,10,10,,16864,17980,16864,17980,1,1116,koslicki,0,,0.8951284714966972,ok,5,1116,1028,495,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,11,11,,20857,25789,20857,25789,1,4932,koslicki,0,,0.9069505821990308,ok,6,4932,4101,1889,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,12,12,,28878,28974,28878,28974,1,96,koslicki,0,,0.8333333333333334,ok,3,96,66,32,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,13,13,,31147,31217,31147,31217,1,70,koslicki,0,,0.892925334103014,ok,3,70,66,41,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,14,14,,39200,39628,39200,39628,1,428,koslicki,0,,0.8872540103700659,ok,4,428,259,137,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,15,15,,40764,40946,40764,40946,1,182,koslicki,0,,0.8407323532264089,ok,3,182,66,33,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,16,16,,42076,42264,42076,42264,1,188,koslicki,0,,0.8548805028241611,ok,3,188,66,35,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,17,17,,46846,47017,46846,47017,1,171,koslicki,0,,0.8987195704631268,ok,3,171,66,42,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,18,18,,47502,47857,47502,47857,1,355,koslicki,0,,0.9023960650577703,ok,4,355,259,149,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,19,19,,54658,54814,54658,54814,1,156,koslicki,0,,0.892925334103014,ok,3,156,66,41,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,20,20,,55224,55369,55224,55369,1,145,koslicki,0,,0.8256993850644793,ok,3,145,66,31,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,21,21,,60949,61071,60949,61071,1,122,koslicki,0,,0.861654166907052,ok,3,122,66,36,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,22,22,,63591,63790,63591,63790,1,199,koslicki,0,,0.8548805028241611,ok,3,199,66,35,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,23,23,,64024,64188,64024,64188,1,164,koslicki,0,,0.8809003698103748,ok,3,164,66,39,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,24,24,,64281,64420,64281,64420,1,139,koslicki,0,,0.8479104735417233,ok,3,139,66,34,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,25,25,,78993,79238,78993,79238,1,245,koslicki,0,,0.9043774591170163,ok,3,245,66,43,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,26,26,,81194,81341,81194,81341,1,147,koslicki,0,,0.8256993850644793,ok,3,147,66,31,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,exon,27,27,,82459,84564,82459,84564,1,2105,koslicki,0,,0.9116343961237469,ok,5,2105,1028,555,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,1,1,1-2,236,990,236,990,1,754,koslicki,0,,0.8819103044376487,ok,4,754,259,133,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,2,2,2-3,1096,3664,1096,3664,1,2568,koslicki,0,,0.9149747119504683,ok,5,2568,1028,568,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,3,3,3-4,3913,9664,3913,9664,1,5751,koslicki,0,,0.9227335445453506,ok,6,5751,4101,2154,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,4,4,4-5,9773,10689,9773,10689,1,916,koslicki,0,,0.8460230405971157,ok,4,916,259,109,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,5,5,5-6,10739,10830,10739,10830,1,91,koslicki,0,,0.801225820342934,ok,3,91,66,28,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,6,6,6-7,10871,11087,10871,11087,1,216,koslicki,0,,0.8548805028241611,ok,3,216,66,35,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,7,7,7-8,11202,14044,11202,14044,1,2842,koslicki,0,,0.9103287808412022,ok,5,2842,1028,550,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,8,8,8-9,14094,15520,14094,15520,1,1426,koslicki,0,,0.906339508128851,ok,5,1426,1028,535,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,9,9,9-10,15632,16864,15632,16864,1,1232,koslicki,0,,0.9105908508571158,ok,5,1232,1028,551,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,10,10,10-11,17980,20857,17980,20857,1,2877,koslicki,0,,0.9098032082960528,ok,5,2877,1028,548,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,11,11,11-12,25789,28878,25789,28878,1,3089,koslicki,0,,0.9136991112080229,ok,5,3089,1028,563,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,12,12,12-13,28974,31147,28974,31147,1,2173,koslicki,0,,0.9014020470314934,ok,5,2173,1028,517,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,13,13,13-14,31217,39200,31217,39200,1,7983,koslicki,0,,0.9119372829917962,ok,6,7983,4101,1969,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,14,14,14-15,39628,40764,39628,40764,1,1136,koslicki,0,,0.9142107057302551,ok,5,1136,1028,565,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,15,15,15-16,40946,42076,40946,42076,1,1130,koslicki,0,,0.9057991722759177,ok,5,1130,1028,533,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,16,16,16-17,42264,46846,42264,46846,1,4582,koslicki,0,,0.9172522722411641,ok,6,4582,4101,2058,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,17,17,17-18,47017,47502,47017,47502,1,485,koslicki,0,,0.9023960650577703,ok,4,485,259,149,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,18,18,18-19,47857,54658,47857,54658,1,6801,koslicki,0,,0.9171353790994897,ok,6,6801,4101,2056,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,19,19,19-20,54814,55224,54814,55224,1,410,koslicki,0,,0.8859328551562925,ok,4,410,259,136,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,20,20,20-21,55369,60949,55369,60949,1,5580,koslicki,0,,0.9221180112230457,ok,6,5580,4101,2143,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,21,21,21-22,61071,63591,61071,63591,1,2520,koslicki,0,,0.9076815597050831,ok,5,2520,1028,540,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,22,22,22-23,63790,64024,63790,64024,1,234,koslicki,0,,0.8178150992680865,ok,3,234,66,30,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,23,23,23-24,64188,64281,64188,64281,1,93,koslicki,0,,0.8869880158145604,ok,3,93,66,40,False
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,24,24,24-25,64420,78993,64420,78993,1,14573,koslicki,0,,0.9188193056943356,ok,6,14573,4101,2085,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,25,25,25-26,79238,81194,79238,81194,1,1956,koslicki,0,,0.8991521846075695,ok,5,1956,1028,509,True
BRCA2,Pan troglodytes,pt,XM_016925134.4,XP_016780623.4,intron,26,26,26-27,81341,82459,81341,82459,1,1118,koslicki,0,,0.898299357469431,ok,5,1118,1028,506,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,1,1,,0,470,327,797,1,470,koslicki,0,,0.8587955899479256,ok,4,470,259,117,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,2,2,,554,659,881,986,1,105,koslicki,0,,0.892925334103014,ok,3,105,66,41,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,3,3,,6849,7077,7176,7404,1,228,koslicki,0,,0.892925334103014,ok,3,228,66,41,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,4,4,,8448,8557,8775,8884,1,109,koslicki,0,,0.8548805028241611,ok,3,109,66,35,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,5,5,,9063,9113,9390,9440,1,50,koslicki,0,,0.8648579046593244,ok,2,50,17,11,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,6,6,,9434,9475,9761,9802,1,41,koslicki,0,,0.8648579046593244,ok,2,41,17,11,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,7,7,,9670,9782,9997,10109,1,112,koslicki,0,,0.8809003698103748,ok,3,112,66,39,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,8,8,,11972,12022,12299,12349,1,50,koslicki,0,,0.7924812503605781,ok,2,50,17,9,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,9,9,,12818,12930,13145,13257,1,112,koslicki,0,,0.8682422276048251,ok,3,112,66,37,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,10,10,,13410,14517,13737,14844,1,1107,koslicki,0,,0.8997179480937622,ok,5,1107,1028,511,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,11,11,,16028,20837,16355,21164,1,4809,koslicki,0,,0.9121203196981593,ok,6,4809,4101,1972,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,12,12,,22274,22370,22601,22697,1,96,koslicki,0,,0.8407323532264089,ok,3,96,66,33,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,13,13,,25320,25390,25647,25717,1,70,koslicki,0,,0.892925334103014,ok,3,70,66,41,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,14,14,,25868,26215,26195,26542,1,347,koslicki,0,,0.8924439190498492,ok,4,347,259,141,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,15,15,,28211,28393,28538,28720,1,182,koslicki,0,,0.8809003698103748,ok,3,182,66,39,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,16,16,,29586,29774,29913,30101,1,188,koslicki,0,,0.8746545855739308,ok,3,188,66,38,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,17,17,,30316,30487,30643,30814,1,171,koslicki,0,,0.8987195704631268,ok,3,171,66,42,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,18,18,,31534,31889,31861,32216,1,355,koslicki,0,,0.9106752773577811,ok,4,355,259,156,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,19,19,,34240,34396,34567,34723,1,156,koslicki,0,,0.8548805028241611,ok,3,156,66,35,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,20,20,,34480,34625,34807,34952,1,145,koslicki,0,,0.8479104735417233,ok,3,145,66,34,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,21,21,,35769,35891,36096,36218,1,122,koslicki,0,,0.8479104735417233,ok,3,122,66,34,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,22,22,,37383,37576,37710,37903,1,193,koslicki,0,,0.8548805028241611,ok,3,193,66,35,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,23,23,,37807,37971,38134,38298,1,164,koslicki,0,,0.8869880158145604,ok,3,164,66,40,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,24,24,,38064,38203,38391,38530,1,139,koslicki,0,,0.8333333333333334,ok,3,139,66,32,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,25,25,,44267,44509,44594,44836,1,242,koslicki,0,,0.9043774591170163,ok,3,242,66,43,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,26,26,,44986,45148,45313,45475,1,162,koslicki,0,,0.8869880158145604,ok,3,162,66,40,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,exon,27,27,,46318,47527,46645,47854,1,1209,koslicki,0,,0.9228818690495881,ok,5,1209,1028,600,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,1,1,1-2,470,554,797,881,1,84,koslicki,0,,0.9099052697728829,ok,3,84,66,44,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,2,2,2-3,659,6849,986,7176,1,6190,koslicki,0,,0.9182413017601374,ok,6,6190,4101,2075,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,3,3,3-4,7077,8448,7404,8775,1,1371,koslicki,0,,0.9108524456778169,ok,5,1371,1028,552,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,4,4,4-5,8557,9063,8884,9390,1,506,koslicki,0,,0.8911603771181208,ok,4,506,259,140,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,5,5,5-6,9113,9434,9440,9761,1,321,koslicki,0,,0.8924439190498492,ok,4,321,259,141,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,6,6,6-7,9475,9670,9802,9997,1,195,koslicki,0,,0.892925334103014,ok,3,195,66,41,False
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,7,7,7-8,9782,11972,10109,12299,1,2190,koslicki,0,,0.9108524456778169,ok,5,2190,1028,552,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,8,8,8-9,12022,12818,12349,13145,1,796,koslicki,0,,0.8721599904374896,ok,4,796,259,126,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,9,9,9-10,12930,13410,13257,13737,1,480,koslicki,0,,0.8832611488072215,ok,4,480,259,134,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,10,10,10-11,14517,16028,14844,16355,1,1511,koslicki,0,,0.9082149041353873,ok,5,1511,1028,542,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,11,11,11-12,20837,22274,21164,22601,1,1437,koslicki,0,,0.9002815015607053,ok,5,1437,1028,513,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,12,12,12-13,22370,25320,22697,25647,1,2950,koslicki,0,,0.8945443836377912,ok,5,2950,1028,493,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,13,13,13-14,25390,25868,25717,26195,1,478,koslicki,0,,0.8819103044376487,ok,4,478,259,133,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,14,14,14-15,26215,28211,26542,28538,1,1996,koslicki,0,,0.9134426320220926,ok,5,1996,1028,562,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,15,15,15-16,28393,29586,28720,29913,1,1193,koslicki,0,,0.9207014320177533,ok,5,1193,1028,591,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,16,16,16-17,29774,30316,30101,30643,1,542,koslicki,0,,0.8340531677464369,ok,4,542,259,102,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,17,17,17-18,30487,31534,30814,31861,1,1047,koslicki,0,,0.9144658242831882,ok,5,1047,1028,566,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,18,18,18-19,31889,34240,32216,34567,1,2351,koslicki,0,,0.9066089190457772,ok,5,2351,1028,536,True
BRCA2,Mus musculus,mm,NM_001081001.2,NP_001074470.1,intron,19,19,19-20,34396,34480,34723,34807,1,84,koslicki,0,,0.8479104735417233,ok,3,84,66,34,False
